device_id,name,manufacturer,model,area,label_names,labels_direct_on_device,labels_inherited_from_entities,label_count,missing_labels,rule_failures,disabled_by,entry_type,entity_count,config_entries
df4f85f753adad34860936cff1f2d188,Blackius,,,Mobiel,"Smartthings, Tag","Smartthings, Tag",,2,False,"missing category: brand, protocol",,,0,01J73XBJCBC5W5X0AHEDE83QFT
6b91a59ce9f7dbebce06dcc71124b5f6,KleinTagSkippy,,,Mobiel,"Smartthings, Tag","Smartthings, Tag",,2,False,"missing category: brand, protocol",,,0,01J73XBJCBC5W5X0AHEDE83QFT
5bc4d7566fad0e8274a54cde72af7c39,Pinkius,,,Mobiel,"Smartthings, Tag","Smartthings, Tag",,2,False,"missing category: brand, protocol",,,0,01J73XBJCBC5W5X0AHEDE83QFT
d8508cbbf0d4be4a3c98ffd55b2ff0d0,KleinTV,Samsung Electronics,QE55Q80CATXXN,Woonkamer,"Sensor, Smartthings, haghs_ignore","Smartthings, haghs_ignore",Sensor,3,False,"missing category: brand, protocol",,,11,01J73XBJCBC5W5X0AHEDE83QFT
e2a8f55a8dafee1a6d77bc8f5ed6eb76,KleinTagRudi,,,Mobiel,"Smartthings, Tag","Smartthings, Tag",,2,False,"missing category: brand, protocol",,,0,01J73XBJCBC5W5X0AHEDE83QFT
b7d7b772718d01207d0275ceb8ba7314,KleinTagDarius,,,Mobiel,"Smartthings, Tag","Smartthings, Tag",,2,False,"missing category: brand, protocol",,,0,01J73XBJCBC5W5X0AHEDE83QFT
f557bfe0172b60b99fd758b079ce468b,Grijzius,,,Mobiel,"Smartthings, Tag","Smartthings, Tag",,2,False,"missing category: brand, protocol",,,0,01J73XBJCBC5W5X0AHEDE83QFT
71d3be0dfe474c7187969b04eacc5b85,KleinTV,Samsung,QE55Q80CATXXN,Woonkamer,"WiFi, haghs_ignore","WiFi, haghs_ignore",,2,False,missing category: brand,,,3,"01KRE208ASH9MYDEZAGB58ZNNA, 01KGMS7SYHEEGCJ0QZGTV7HA2H"
40d24259d5bbb6ccf9424722be2e70b6,Zolder t/h,Aqara,Temperature and humidity sensor,Zolder,"Sensor, Thermostat, Zigbee","Sensor, Thermostat, Zigbee",Sensor,3,False,missing category: brand,,,12,d914edb87f840a427d90c7967f1290af
b1a6113b89d11e54353b80dbf3015f35,Rolien bureau t/h,Aqara,Temperature and humidity sensor,Slaapkamer R/R,"Sensor, Thermostat, Zigbee","Sensor, Thermostat, Zigbee",Sensor,3,False,missing category: brand,,,12,d914edb87f840a427d90c7967f1290af
8bce628eaed27821580afa641892415f,Energy Socket Julius,HomeWizard,Wi-Fi Energy Socket,Zolder,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",Sensor,5,False,,,,15,01JK18YHWQN35PJPY36026JSWS
df50cbd084fb122fd8ff1ef0439bbaf1,Energy kWh meter KleinBoil,HomeWizard,Wi-Fi kWh Meter 1-phase,Zolder,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",Sensor,5,False,,,,18,01JK8BZ54ZG2CWDSN4695XNVDN
b31a249b76065e82df3fb38bef2fcc22,Material 3 Dark & Light Theme 07: DarkOliveGreen,AmoebeLabs,theme,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
2ac9bdc8e82027a923d00df377c1c653,Keep Texts in Tabs,elchininet,plugin,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
361e3da4f0cdcc3cb78def91e95c3141,Spook 👻 Your homie,frenck,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
d55d7f7f00b40053bd6c60ec9c883377,Google Dark Theme,JuanMTech,theme,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
003ea8e91cf026222aa9c017c5d8bbde,card-mod,thomasloven,plugin,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
72986c8b06680a92219c73471923758c,layout-card,thomasloven,plugin,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
8af0951407ab82b254a66d4fc3ea7873,Everything Presence Lite 20b1c8 (08:D1:F9:20:B1:CA),Espressif Inc. (esphome),esp32dev,Woonkamer,"Bluetooth, Presence, Sensor","Bluetooth, Presence, Sensor",,3,False,missing category: brand,,,0,01JM79XJZYDEV0EX4EAJV9TRQN
3b3cf38a8824059a11a71054e95bdafd,Sound Sensor - KleinTV,Samsung Electronics,QE55Q80CATXXN,Woonkamer,"Sensor, Smartthings, haghs_ignore","Sensor, Smartthings, haghs_ignore",,3,False,"missing category: brand, protocol",,,2,01J73XBJCBC5W5X0AHEDE83QFT
27120f56e4661e7e3c62b6eed5ade1cb,Light Sensor - KleinTV,Samsung Electronics,QE55Q80CATXXN,Woonkamer,"Sensor, Smartthings, haghs_ignore","Sensor, Smartthings, haghs_ignore",Sensor,3,False,"missing category: brand, protocol",,,3,01J73XBJCBC5W5X0AHEDE83QFT
2d38226c65c3fb3e92b4be762edc1b92,EPSON ET-2860 Series,EPSON,ET-2860 Series,Woonkamer,Sensor,,Sensor,1,False,"missing category: brand, protocol",,,2,01JPFC0ESH3X1HTX7SBVNHR1F5
051f869cd87ede50f46442a6ea030f43,Energy Socket Rolien,HomeWizard,Wi-Fi Energy Socket,Slaapkamer R/R,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",,5,False,,config_entry,,0,01JQS2C02CVF9VEPVAXGRYCYCT
08eb885d40265dd7d7a5e520b75ccac9,Energy Socket Vaatwasser,HomeWizard,Wi-Fi Energy Socket,Keuken,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",Sensor,5,False,,,,15,01JQS2D11J9V1MH9SVH1B4BSS8
38861148e7e16e0f8c0ea265e2c35239,Energy Socket Serverkast,HomeWizard,Wi-Fi Energy Socket,Meterkast,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",,5,False,,,,15,01JQS2EBYMGNWTQ7NPBPEFE6VF
03c05701d5b4d88917cc84063853e35d,Backup,Home Assistant,Home Assistant Backup,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,service,5,01JRF70HMG9H9TQ66WK9MCJ25S
8e80539e86dd430319b9e31ea6311a96,Kia Uvo / Hyundai Bluelink,fuatakgun,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
a6208ccc2c783ccb8c28649eb60df6b6,EV3,Kia Europe,EV3,Digital only,"Digital only, Sensor, WiFi, haghs_ignore","Digital only, Sensor, WiFi, haghs_ignore","Sensor, WiFi, haghs_ignore",4,False,missing category: brand,,,117,01JRXDFHN1QXNTEK1A3H8H3RDM
a37540673602520df8ea167a6e893ee8,Solar production forecast,Forecast.Solar,personal,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,service,11,01JTGQDT5FCAVFRMVTBTGB61A5
2851cc031693725570d64657bc5df5b9,Solar production forecast,Forecast.Solar,personal,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,service,11,01JWBR7KRFRNB6317N0GGK865E
dfeda205c5c646fcd920c1a883abfc37,Solar production forecast,Forecast.Solar,personal,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,service,11,01JWBR9A0CK5M84TDAT8PJ54V0
0720393e8b4e1c3ebbfae83a247c5f96,IKEA energy meter 3 - Droger,IKEA,INSPELNING smart plug,Zolder,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,19,d914edb87f840a427d90c7967f1290af
d34d9367d55fa61018118b1f36f9cfca,IKEA energy meter 4 Wasmachine,IKEA,INSPELNING smart plug,Zolder,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,20,d914edb87f840a427d90c7967f1290af
e1b8cdac1e9971270ad222c1a5fab835,IKEA energy meter 1 - Darius,IKEA,INSPELNING smart plug,Slaapkamer D/J,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,14,d914edb87f840a427d90c7967f1290af
8466c8b969c827dc22abaeecc2967e92,IKEA energy meter 2 - Server,IKEA,INSPELNING smart plug,Zolder,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,20,d914edb87f840a427d90c7967f1290af
08912e06ee6a9f724bc08a830122369c,IKEA energy meter 6 Minikoelkast,IKEA,INSPELNING smart plug,Keuken,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,20,d914edb87f840a427d90c7967f1290af
2d49907e0b4c47657f27b0b3ac719ea0,IKEA energy meter 7 Miniboiler,IKEA,INSPELNING smart plug,Keuken,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,20,d914edb87f840a427d90c7967f1290af
feff230dd13f16505adc40aaffa5486a,IKEA energy meter 8 Airfryer,IKEA,INSPELNING smart plug,Keuken,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,17,d914edb87f840a427d90c7967f1290af
20a3156486ce43614bec5f83d06a87f7,Energy kWh Meter Charger,HomeWizard,Wi-Fi kWh Meter 3-phase,Meterkast,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",Sensor,5,False,,,,34,01K0M1BAXYDP87A217HZ7YG7JY
4b2cd087a31250102914bd90598b1cc8,MQTT Explorer,Gollum add-on repository for Home Assistant,Home Assistant App,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,7,fa264e9a222c46061a3386896775c494
b385870eef61913686305f8ddc730ab9,Energy kWh meter Fornuis,HomeWizard,Wi-Fi kWh Meter 3-phase,Meterkast,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",Sensor,5,False,,,,34,01K0PMRKGYQ54VE2SJBJ840SJQ
54c64bbf242e59e680b1c9f24fc91790,Energy Socket Rudi,HomeWizard,Wi-Fi Energy Socket,Woonkamer,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",Sensor,5,False,,,,15,01K0PMSFY96937P0B4BHP6S4SV
9d1c1a41336a2c11b4fbc6fcb70d9dc8,Energy kWh meter Airco,HomeWizard,Wi-Fi kWh Meter 1-phase,Meterkast,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",Sensor,5,False,,,,18,01K13QQFEHPWWV662NX7GZ2ZJF
055b4361a9023ba300937a988769e38f,Energy kWh meter KleinFloor,HomeWizard,Wi-Fi kWh Meter 1-phase,Meterkast,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Sensor, Switch, WiFi",Sensor,5,False,,,,18,01K13QWVQZDDD92JGB0D6BSS8B
d659183a0ba205bcf7534bcbbffc4d4f,Energy kWh meter KleinShed,HomeWizard,Wi-Fi kWh Meter 1-phase,Meterkast,"Energy meter, HomeWizard, Sensor, Switch, WiFi","Energy meter, HomeWizard, Switch, WiFi",Sensor,5,False,,,,18,01K13R8M64HCBAA2XGE5GFNQBP
1353dcf87d9c8f1f19f6b11953f941ca,Echo (vloerverwarming),Tuya,VH Control Echo,Woonkamer,"Sensor, Thermostat, WiFi","Sensor, Thermostat, WiFi",,3,False,missing category: brand,,,3,01K2QDQDFFYWSMGHEPJ8SMF097
ad7437b19f3c03c3d637ce8ea1e2105d,Local Tuya,"rospogrigio, postlund",integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
e5adaefad23c4312d55d955ed089f589,Scheduler Card,nielsfaber,plugin,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
092953c029a484a15cfb0a549bcc7105,Mushroom,piitaya,plugin,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
b9db7b75138fb7d7b5ed27b04fa3caaa,Floor surface thermostat,SONOFF,Waterproof (IP65) sensor with screen and probe temperature detection,Woonkamer,"Sensor, Thermostat, Zigbee","Sensor, Thermostat, Zigbee",Sensor,3,False,missing category: brand,,,11,d914edb87f840a427d90c7967f1290af
19c9d028623cc3b47d69b3da033d581e,Tuya Local,make-all,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
beb9b8be71bd5953fd67b06d4d82a5bc,Repairs,Home Assistant,,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,,6,01K8E88FWP46BK3STD4T9M6SW4
4e919f059b0251bfefa4b97c90f76ec4,Home Assistant,Home Assistant,,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,,52,01K8E88FWP46BK3STD4T9M6SW4
40903cc08a494e0e3f490ad7f380b523,Home Assistant Cloud,Nabu Casa Inc.,,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,,5,01K8E88FWP46BK3STD4T9M6SW4
f19c694052521a4091395ab381778770,IKEA energy meter 11 Bureau Rolien,IKEA,INSPELNING smart plug,Slaapkamer R/R,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,20,d914edb87f840a427d90c7967f1290af
73269d10795867a8b492959d0839b9fa,IKEA energy meter 9 Plafond verwarming,IKEA,INSPELNING smart plug,Slaapkamer R/R,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,20,d914edb87f840a427d90c7967f1290af
d6007fdcd8736cf4b645d8d4d99ee1b8,System Monitor,System Monitor,,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,service,101,01K8K8FRDAEK5DNHXN4VVP7N0V
ec43a84d21c945b9921a1ad1052bef90,IKEA energy meter 12 - Voetverwarmer,IKEA,INSPELNING smart plug,Zolder,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,20,d914edb87f840a427d90c7967f1290af
bf1d1779f7eda53eaa7959771b3cce23,IKEA energy meter 5 Badkamer verwarming,IKEA,INSPELNING smart plug,Badkamer,"Energy meter, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","IKEA, Repeater, Sensor, Switch, Zigbee",7,False,,,,20,d914edb87f840a427d90c7967f1290af
1cb2017be7d8e8c898c756e4e6879cbf,Achterdeur magneetsensor,Trust,Wireless contact sensor,Woonkamer,"Sensor, Zigbee","Sensor, Zigbee",Sensor,2,False,missing category: brand,,,6,d914edb87f840a427d90c7967f1290af
133e87235534d5a21b48c28ac2338cd2,Scheduler component,nielsfaber,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
d1d4ad3cd44fd7b877eb75da53a2a0f1,Scheduler,@nielsfaber,Scheduler,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,,1,01K9FJ20NFGQP918CHEDHZ53J1
da1002520eac9114fbba03c762808491,Watchman,dummylabs,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
2829dcd3820305a65708d5493e3b1505,Daikin Onecta,jwillemsen,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
8b5087d36d7c30901337f483d8b42570,Zolder,Daikin,BRP069C4x,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,,2,01K9QCMYEE1Q0XV9ZT1KXTP2JC
d30920201111ad7197aa5016077b1a49,Huiskamer,Daikin,BRP069C4x,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,,2,01K9QCMYEE1Q0XV9ZT1KXTP2JC
9e0914f40e3e0c05867395d3289ccd21,Knop badkamer IR slaapkamer,IKEA,TRADFRI on/off switch,Slaapkamer R/R,"Button, IKEA, Sensor, Zigbee","Button, IKEA, Zigbee",Sensor,4,False,,,,7,d914edb87f840a427d90c7967f1290af
4fe5da3d0b6a0ec9145a971d3f1c6e6d,Bedroom IR panel thermostat,SONOFF,Waterproof (IP65) sensor with screen and probe temperature detection,Slaapkamer R/R,"Sensor, Thermostat, Zigbee","Sensor, Thermostat, Zigbee",Sensor,3,False,missing category: brand,,,11,d914edb87f840a427d90c7967f1290af
450a8b4c324c15317d988bb379f44afb,ZBT-2 - Zigbee Coordinator,Nabu Casa,Home Assistant Connect ZBT-2,Woonkamer,"Coordinator, Node, Zigbee","Coordinator, Node, Zigbee",,3,False,missing category: brand,,,2,01KR3QR2PJX028ZJ50SDR5K8SJ
1dfbdcdabc6cabe414d05f68838ea593,Zigbee2MQTT,Home Assistant App: Zigbee2MQTT,Home Assistant App,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,7,fa264e9a222c46061a3386896775c494
0bb5634afb46a51da458573483b8813f,Zigbee2MQTT Bridge,Zigbee2MQTT,Bridge,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,,8,d914edb87f840a427d90c7967f1290af
86380d70bdd694ded30ee75932b40c3a,Keuken - aanrechtlicht,IKEA,RODRET wireless dimmer/power switch,,"Button, Sensor, Zigbee","Button, Zigbee",Sensor,3,False,missing category: brand,,,5,d914edb87f840a427d90c7967f1290af
320c49f1fe44436cf8a096362d867f56,IKEA energy meter 13 Waterleiding,IKEA,INSPELNING smart plug,Meterkast,"Digital only, Energy meter, Helper, IKEA, Node, Repeater, Sensor, Switch, Zigbee","Energy meter, IKEA, Node, Repeater, Switch, Zigbee","Digital only, Helper, IKEA, Repeater, Sensor, Switch, Zigbee",9,False,,,,12,d914edb87f840a427d90c7967f1290af
12751a7967794c2b2631710906071d96,Zolder Gateway,Daikin,BRP069C4x,Digital only,"Digital only, Sensor, Switch","Digital only, Switch",Sensor,3,False,"missing category: brand, protocol",,,8,01K9QCMYEE1Q0XV9ZT1KXTP2JC
4371a95c3dcc610faf921359a576e33a,Zolder ClimateControl,Daikin,,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,,18,01K9QCMYEE1Q0XV9ZT1KXTP2JC
d600fca162d79fd626c8f4f190bc162c,Zolder OutdoorUnit,Daikin,,Digital only,"Digital only, Sensor, Switch","Digital only, Switch",Sensor,3,False,"missing category: brand, protocol",,,4,01K9QCMYEE1Q0XV9ZT1KXTP2JC
bc5878902adb06b9495282dec05a98de,Huiskamer Gateway,Daikin,BRP069C4x,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,,8,01K9QCMYEE1Q0XV9ZT1KXTP2JC
c6e7ff05d603c4f6b5910ba34a27d47f,Huiskamer ClimateControl,Daikin,,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,,18,01K9QCMYEE1Q0XV9ZT1KXTP2JC
6e43b9875e42cbf80c16de026b0be27f,Huiskamer OutdoorUnit,Daikin,,Digital only,"Digital only, Sensor",Digital only,Sensor,2,False,"missing category: brand, protocol",,,4,01K9QCMYEE1Q0XV9ZT1KXTP2JC
7f8b309e1e9d9f73e7030311d3d0c5a2,Tumble dryer,Miele,Tumble dryer,Zolder,"Sensor, WiFi",WiFi,Sensor,2,False,missing category: brand,,,22,01KBJDFGESS3MA235Y9N4Z1M5Y
10b88464310a7fd866fec01fe99d7626,OMV_backup,Home Assistant,Home Assistant Mount,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,1,fa264e9a222c46061a3386896775c494
24cc02811e651aa5dbaf06e13b6f376e,Ikea raamsensor J/D,IKEA,PARASOLL door/window sensor,Slaapkamer D/J,"IKEA, Sensor, Zigbee, haghs_ignore","IKEA, Sensor, Zigbee, haghs_ignore",Sensor,4,False,,,,6,d914edb87f840a427d90c7967f1290af
6c8bf0e34296a2caa85784baaa4a2955,button-card,custom-cards,plugin,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
60a0d48de159372bcdd2728bb8f3cf3b,Sonoff ZBdongle-P router,Custom devices (DiY),Texas Instruments router,Slaapkamer R/R,"Node, Router, Zigbee","Node, Router, Zigbee",,3,False,missing category: brand,,,2,d914edb87f840a427d90c7967f1290af
6990f92febdc46c1cc07c95d6f492a5e,auto-entities,thomasloven,plugin,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,samsung,SM-A536B,Mobiel,"Mobile, Samsung, Sensor, Smartphone, WiFi","Mobile, Samsung, Smartphone, WiFi","Mobile, Sensor",5,False,uncategorized label(s): Smartphone,,,133,01KDD1KCH6EHB8YCXYTTZSWYTV
0ccc1bb75942979c3d66eb28db23b8cc,Uptime,,,Digital only,,,,0,True,no labels at all,,service,1,01KE7KC5QJJ7ARPQXGHV7XH675
1e7bb59f20100efcc63d8194ede54072,C.A.F.E.,FezVrasta,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
1bbfbeba8a3ebb048db6e09b27ca711f,Enphase Energy,barneyonline,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
c83e372daa11096665ce3839a420b4f8,Enphase Envoy (Installer),"vincentwolsink, mnederlof",integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
a6733811333c68ac35074e70c86098dd,Envoy 122428000926,Enphase,Envoy-S Metered (with CT),Meterkast,"Energy meter, Enphase, Sensor, Solar","Energy meter, Enphase, Solar",Sensor,4,False,missing category: protocol,,,46,01KF8VBXFEZKV2R99JPAPXPP7B
6237a06b90d0a1fb71463f90592c2526,Inverter 122403000786,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
30008ab987eeb5f3476bec81d9544e69,Inverter 122403011963,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
d92b4a6e828a2d584cfee5381ba96a28,Inverter 122403013390,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,19,01KF8VBXFEZKV2R99JPAPXPP7B
52b3d87307cd8c9624c1c60e6fa7a67a,Inverter 122403013624,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
202fd8a8d9a2824227b6dd037a3179a6,Inverter 122403017296,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
2437ba09120f0e91a1b9399f639182a1,Inverter 122403017303,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
2d192c1d2ea26b12af046be9b8752972,Inverter 122403017394,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
9591384282d7dc4187c73745a09b8168,Inverter 122403017400,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
48dc820750e3048f52bccd8e78160268,Inverter 122403017402,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
b88cc0820509cf9bf848fce8f3a4958f,Inverter 122403017544,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
acf62dd6b1840699333a4a5650c05464,Inverter 122403017575,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
aeca64bff9ab1ca51e5eff3e4c7cfbd3,Inverter 122403017626,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
b820f81feaaf20eadb9f16b15fa1a43c,Inverter 122403017701,Enphase,Inverter,Dak,"Enphase, Solar","Enphase, Solar",,2,False,missing category: protocol,,,30,01KF8VBXFEZKV2R99JPAPXPP7B
04bd84b50c405bc77ab9fd95ec18305b,Relay 122315065630,Enphase,Envoy-S Metered (with CT),Meterkast,"Bridge, Enphase, Solar","Bridge, Enphase, Solar",,3,False,missing category: protocol,,,10,01KF8VBXFEZKV2R99JPAPXPP7B
bcb097c35263d2a48844a2286b06586d,Kleinpaal,Enphase,Kleinpaal (IQ-EVSE-EU-3032),Voortuin,"Enphase, haghs_ignore","Enphase, haghs_ignore",,2,False,missing category: protocol,,,34,01KF8Z4PPRWVW0Y5176TAS3B67
7e478599f031587fe9a2c24b7c260f90,Custom Features for Home Assistant Cards,Nerwyn,plugin,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
9ff98c8928f543abf15cfa6ed2d44d68,Universal Notifier,jumping2000,integration,Digital only,Digital only,Digital only,,1,False,"missing category: brand, protocol",,service,2,e0a6c4b465ceb87ead43206b08d64131
ce491f5154c37a823a5a838838444b2f,ZBT-2 - Thread Border Router,Nabu Casa,Home Assistant Connect ZBT-2,Woonkamer,"Node, Router, Thread","Node, Router, Thread",,3,False,missing category: brand,,,2,01KRRZQ48EFQQQG0B14HBQ6MZR
76b52f3606b9e4a84ebfe6d54e76dc69,OpenThread Border Router,Official apps,Home Assistant App,Digital only,,,,0,True,no labels at all,,service,7,fa264e9a222c46061a3386896775c494
c8d1554c0b65bf5eae29bf3207b107a7,Matter Server,Official apps,Home Assistant App,Digital only,,,,0,True,no labels at all,,service,7,fa264e9a222c46061a3386896775c494
