entity_id,name,domain,platform,device_id,device_name,area,area_source,entity_category,label_names,label_count,missing_labels,rule_failures,disabled_by,hidden_by
update.home_assistant_supervisor_update,Update,update,hassio,8d849865a9f5d4ffd9f07f96658ba8a7,Home Assistant Supervisor,Digital only,device,config,,0,True,no labels at all,,
update.home_assistant_core_update,Update,update,hassio,d468ff9d4bff4ab9b27ef0d6e96ba409,Home Assistant Core,Digital only,device,config,,0,True,no labels at all,,
update.home_assistant_operating_system_update,Update,update,hassio,009e30362eaf0989dd93090363acc009,Home Assistant Operating System,Digital only,device,config,,0,True,no labels at all,,
sensor.home_assistant_core_cpu_percent,CPU percent,sensor,hassio,d468ff9d4bff4ab9b27ef0d6e96ba409,Home Assistant Core,Digital only,device,,,0,True,no labels at all,integration,
sensor.home_assistant_core_memory_percent,Memory percent,sensor,hassio,d468ff9d4bff4ab9b27ef0d6e96ba409,Home Assistant Core,Digital only,device,,,0,True,no labels at all,integration,
sensor.home_assistant_supervisor_cpu_percent,CPU percent,sensor,hassio,8d849865a9f5d4ffd9f07f96658ba8a7,Home Assistant Supervisor,Digital only,device,,,0,True,no labels at all,integration,
sensor.home_assistant_supervisor_memory_percent,Memory percent,sensor,hassio,8d849865a9f5d4ffd9f07f96658ba8a7,Home Assistant Supervisor,Digital only,device,,,0,True,no labels at all,integration,
sensor.home_assistant_host_os_agent_version,OS Agent version,sensor,hassio,a37858a04649a9359e9339f64236afa9,Home Assistant Host,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.home_assistant_host_apparmor_version,AppArmor version,sensor,hassio,a37858a04649a9359e9339f64236afa9,Home Assistant Host,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.home_assistant_host_disk_total,Disk total,sensor,hassio,a37858a04649a9359e9339f64236afa9,Home Assistant Host,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.home_assistant_host_disk_used,Disk used,sensor,hassio,a37858a04649a9359e9339f64236afa9,Home Assistant Host,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.home_assistant_host_disk_free,Disk free,sensor,hassio,a37858a04649a9359e9339f64236afa9,Home Assistant Host,Digital only,device,diagnostic,,0,True,no labels at all,integration,
sensor.home_assistant_operating_system_version,Version,sensor,hassio,009e30362eaf0989dd93090363acc009,Home Assistant Operating System,Digital only,device,,,0,True,no labels at all,integration,
sensor.home_assistant_operating_system_newest_version,Newest version,sensor,hassio,009e30362eaf0989dd93090363acc009,Home Assistant Operating System,Digital only,device,,,0,True,no labels at all,integration,
sensor.sun_next_dawn,Next dawn,sensor,sun,a66c287ff047282bbf9948cc3563b7f7,Sun,Digital only,device,diagnostic,"Digital only, Sensor",2,False,"missing category: brand, protocol",,
sensor.sun_next_dusk,Next dusk,sensor,sun,a66c287ff047282bbf9948cc3563b7f7,Sun,Digital only,device,diagnostic,"Digital only, Sensor",2,False,"missing category: brand, protocol",,
sensor.sun_next_midnight,Next midnight,sensor,sun,a66c287ff047282bbf9948cc3563b7f7,Sun,Digital only,device,diagnostic,"Digital only, Sensor",2,False,"missing category: brand, protocol",,
sensor.sun_next_noon,Next noon,sensor,sun,a66c287ff047282bbf9948cc3563b7f7,Sun,Digital only,device,diagnostic,"Digital only, Sensor",2,False,"missing category: brand, protocol",,
sensor.sun_next_rising,Zon op,sensor,sun,a66c287ff047282bbf9948cc3563b7f7,Sun,Digital only,device,diagnostic,"Digital only, Sensor",2,False,"missing category: brand, protocol",,
sensor.sun_next_setting,Next setting,sensor,sun,a66c287ff047282bbf9948cc3563b7f7,Sun,Digital only,device,diagnostic,"Digital only, Sensor",2,False,"missing category: brand, protocol",,
sensor.sun_solar_elevation,Solar elevation,sensor,sun,a66c287ff047282bbf9948cc3563b7f7,Sun,Digital only,device,diagnostic,"Digital only, Sensor",2,False,"missing category: brand, protocol",,
sensor.sun_solar_azimuth,Solar azimuth,sensor,sun,a66c287ff047282bbf9948cc3563b7f7,Sun,Digital only,device,diagnostic,"Digital only, Sensor",2,False,"missing category: brand, protocol",,
person.darius,Darius,person,person,,,,,,,0,True,no labels at all,,
binary_sensor.mariadb_running,Running,binary_sensor,hassio,053995546e9054c56f0d8ffbc792f7b2,MariaDB,Digital only,device,,,0,True,no labels at all,integration,
sensor.mariadb_version,Version,sensor,hassio,053995546e9054c56f0d8ffbc792f7b2,MariaDB,Digital only,device,,,0,True,no labels at all,integration,
sensor.mariadb_newest_version,Newest version,sensor,hassio,053995546e9054c56f0d8ffbc792f7b2,MariaDB,Digital only,device,,,0,True,no labels at all,integration,
sensor.mariadb_cpu_percent,CPU percent,sensor,hassio,053995546e9054c56f0d8ffbc792f7b2,MariaDB,Digital only,device,,,0,True,no labels at all,integration,
sensor.mariadb_memory_percent,Memory percent,sensor,hassio,053995546e9054c56f0d8ffbc792f7b2,MariaDB,Digital only,device,,,0,True,no labels at all,integration,
update.mariadb_update,Update,update,hassio,053995546e9054c56f0d8ffbc792f7b2,MariaDB,Digital only,device,config,,0,True,no labels at all,,
binary_sensor.advanced_ssh_web_terminal_running,Running,binary_sensor,hassio,39aa57d8a24c65fe9f89c000f92bbf95,Advanced SSH & Web Terminal,Digital only,device,,,0,True,no labels at all,integration,
sensor.advanced_ssh_web_terminal_version,Version,sensor,hassio,39aa57d8a24c65fe9f89c000f92bbf95,Advanced SSH & Web Terminal,Digital only,device,,,0,True,no labels at all,integration,
sensor.advanced_ssh_web_terminal_newest_version,Newest version,sensor,hassio,39aa57d8a24c65fe9f89c000f92bbf95,Advanced SSH & Web Terminal,Digital only,device,,,0,True,no labels at all,integration,
sensor.advanced_ssh_web_terminal_cpu_percent,CPU percent,sensor,hassio,39aa57d8a24c65fe9f89c000f92bbf95,Advanced SSH & Web Terminal,Digital only,device,,,0,True,no labels at all,integration,
sensor.advanced_ssh_web_terminal_memory_percent,Memory percent,sensor,hassio,39aa57d8a24c65fe9f89c000f92bbf95,Advanced SSH & Web Terminal,Digital only,device,,,0,True,no labels at all,integration,
update.advanced_ssh_web_terminal_update,Update,update,hassio,39aa57d8a24c65fe9f89c000f92bbf95,Advanced SSH & Web Terminal,Digital only,device,config,,0,True,no labels at all,,
person.kleintab,KleinTab,person,person,,,,,,,0,True,no labels at all,,
person.julius,Julius,person,person,,,,,,,0,True,no labels at all,,
person.rudi,Rudi,person,person,,,,,,,0,True,no labels at all,,
person.rolien,Rolien,person,person,,,,,,,0,True,no labels at all,,
binary_sensor.studio_code_server_running,Running,binary_sensor,hassio,66d0b68387f92a5a4d325bbc9c4f0574,Studio Code Server,Digital only,device,,,0,True,no labels at all,integration,
sensor.studio_code_server_version,Version,sensor,hassio,66d0b68387f92a5a4d325bbc9c4f0574,Studio Code Server,Digital only,device,,,0,True,no labels at all,integration,
sensor.studio_code_server_newest_version,Newest version,sensor,hassio,66d0b68387f92a5a4d325bbc9c4f0574,Studio Code Server,Digital only,device,,,0,True,no labels at all,integration,
sensor.studio_code_server_cpu_percent,CPU percent,sensor,hassio,66d0b68387f92a5a4d325bbc9c4f0574,Studio Code Server,Digital only,device,,,0,True,no labels at all,integration,
sensor.studio_code_server_memory_percent,Memory percent,sensor,hassio,66d0b68387f92a5a4d325bbc9c4f0574,Studio Code Server,Digital only,device,,,0,True,no labels at all,integration,
update.studio_code_server_update,Update,update,hassio,66d0b68387f92a5a4d325bbc9c4f0574,Studio Code Server,Digital only,device,config,,0,True,no labels at all,,
binary_sensor.file_editor_running,Running,binary_sensor,hassio,df008cdfd9cf649c727d8e7fda2ebdc2,File editor,Digital only,device,,,0,True,no labels at all,integration,
sensor.file_editor_version,Version,sensor,hassio,df008cdfd9cf649c727d8e7fda2ebdc2,File editor,Digital only,device,,,0,True,no labels at all,integration,
sensor.file_editor_newest_version,Newest version,sensor,hassio,df008cdfd9cf649c727d8e7fda2ebdc2,File editor,Digital only,device,,,0,True,no labels at all,integration,
sensor.file_editor_cpu_percent,CPU percent,sensor,hassio,df008cdfd9cf649c727d8e7fda2ebdc2,File editor,Digital only,device,,,0,True,no labels at all,integration,
sensor.file_editor_memory_percent,Memory percent,sensor,hassio,df008cdfd9cf649c727d8e7fda2ebdc2,File editor,Digital only,device,,,0,True,no labels at all,integration,
update.file_editor_update,Update,update,hassio,df008cdfd9cf649c727d8e7fda2ebdc2,File editor,Digital only,device,config,,0,True,no labels at all,,
zone.makro,Makro,zone,zone,,,Map,entity,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.houdringhe,Houdringhe,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.kwintens,Kwintens,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.hogeschool_utrecht,Hogeschool Utrecht,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.uwv_utrecht,UWV Utrecht,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.t_rond,'t Rond,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.heidepark,Heidepark,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.panbos,Panbos,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.evenemententerrein,Evenemententerrein,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.hondenzwemplaats,Hondenzwemplaats,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.kinderboerderij_uitlaatplaats,Kinderboerderij uitlaatplaats,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.hornbach,Hornbach,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.harald_silvia,Harald & Silvia,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
zone.t_jagershuys_lage_vuursche,'t Jagershuys Lage Vuursche,zone,zone,,,,,,Zone,9,False,"missing category: brand, protocol, function; uncategorized label(s): Zone",,
binary_sensor.samba_share_running,Running,binary_sensor,hassio,5b7c8ea8b42463957074f5c59d2bacab,Samba share,Digital only,device,,,0,True,no labels at all,integration,
sensor.samba_share_version,Version,sensor,hassio,5b7c8ea8b42463957074f5c59d2bacab,Samba share,Digital only,device,,,0,True,no labels at all,integration,
sensor.samba_share_newest_version,Newest version,sensor,hassio,5b7c8ea8b42463957074f5c59d2bacab,Samba share,Digital only,device,,,0,True,no labels at all,integration,
sensor.samba_share_cpu_percent,CPU percent,sensor,hassio,5b7c8ea8b42463957074f5c59d2bacab,Samba share,Digital only,device,,,0,True,no labels at all,integration,
sensor.samba_share_memory_percent,Memory percent,sensor,hassio,5b7c8ea8b42463957074f5c59d2bacab,Samba share,Digital only,device,,,0,True,no labels at all,integration,
update.samba_share_update,Update,update,hassio,5b7c8ea8b42463957074f5c59d2bacab,Samba share,Digital only,device,config,,0,True,no labels at all,,
binary_sensor.kleingen_hdd_9,None 9,binary_sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_uptime,Uptime,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_storage_utilization,Storage utilization,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_type_timelapse_video,Type: timelapse video,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_type_continuous_video,Type: continuous video,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_type_detections_video,Type: detections video,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_resolution_hd_video,Resolution: HD video,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_resolution_4k_video,Resolution: 4K video,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_resolution_free_space,Resolution: free space,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_recording_capacity,Recording capacity,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,Sensor,9,False,"missing category: brand, protocol",,
sensor.kleingen_cpu_utilization,CPU utilization,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleingen_cpu_temperature,CPU temperature,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,,0,True,no labels at all,integration,
sensor.kleingen_memory_utilization,Memory utilization,sensor,unifiprotect,52357a989d33b3bdb7d00c7509609f5e,KleinUnifi,Meterkast,device,diagnostic,,0,True,no labels at all,integration,
script.rolluik_r_r_open,Rolluik R/R open,script,script,,,Digital only,entity,,"Digital only, Script",2,False,"missing category: brand, protocol; uncategorized label(s): Script",,
script.rolluik_j_d_open,Rolluik J/D open,script,script,,,Digital only,entity,,"Digital only, Script",2,False,"missing category: brand, protocol; uncategorized label(s): Script",,
script.rolluik_r_r_dicht,Rolluik R/R dicht,script,script,,,Digital only,entity,,"Digital only, Script",2,False,"missing category: brand, protocol; uncategorized label(s): Script",,
script.rolluik_j_d_dicht,Rolluik J/D dicht,script,script,,,Digital only,entity,,"Digital only, Script",2,False,"missing category: brand, protocol; uncategorized label(s): Script",,
automation.rolluik_open,Rolluik open J/D,automation,automation,,,Digital only,entity,,"Automation, Digital only",2,False,"missing category: brand, protocol; uncategorized label(s): Automation",,
automation.rolluik_dicht,Rolluik dicht J/D,automation,automation,,,Digital only,entity,,"Automation, Digital only",2,False,"missing category: brand, protocol; uncategorized label(s): Automation",,
automation.rolluik_open_r_r,Rolluik open R/R,automation,automation,,,Digital only,entity,,"Automation, Digital only",2,False,"missing category: brand, protocol; uncategorized label(s): Automation",,
automation.rolluik_dicht_r_r,Rolluik dicht R/R,automation,automation,,,Digital only,entity,,"Automation, Digital only",2,False,"missing category: brand, protocol; uncategorized label(s): Automation",,
binary_sensor.mosquitto_broker_running,Running,binary_sensor,hassio,59fe92979c788b79d42493677f07a934,Mosquitto broker,Digital only,device,,,0,True,no labels at all,integration,
sensor.mosquitto_broker_version,Version,sensor,hassio,59fe92979c788b79d42493677f07a934,Mosquitto broker,Digital only,device,,,0,True,no labels at all,integration,
sensor.mosquitto_broker_newest_version,Newest version,sensor,hassio,59fe92979c788b79d42493677f07a934,Mosquitto broker,Digital only,device,,,0,True,no labels at all,integration,
sensor.mosquitto_broker_cpu_percent,CPU percent,sensor,hassio,59fe92979c788b79d42493677f07a934,Mosquitto broker,Digital only,device,,,0,True,no labels at all,integration,
sensor.mosquitto_broker_memory_percent,Memory percent,sensor,hassio,59fe92979c788b79d42493677f07a934,Mosquitto broker,Digital only,device,,,0,True,no labels at all,integration,
update.mosquitto_broker_update,Update,update,hassio,59fe92979c788b79d42493677f07a934,Mosquitto broker,Digital only,device,config,,0,True,no labels at all,,
sensor.tv_knop_battery,Battery,sensor,mqtt,b6c4f46ebbab9bae7ef684498fd4c2a7,TV knop,Woonkamer,device,diagnostic,,0,True,no labels at all,user,
sensor.tv_knop_linkquality,Linkquality,sensor,mqtt,b6c4f46ebbab9bae7ef684498fd4c2a7,TV knop,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
sensor.tv_knop_update_state,Update state,sensor,mqtt,b6c4f46ebbab9bae7ef684498fd4c2a7,TV knop,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
sensor.repeater_schuur_linkquality,Linkquality,sensor,mqtt,bf409b29948cfe956b33949537038c7f,Repeater schuur,Achtertuin,device,diagnostic,,0,True,no labels at all,integration,
sensor.repeater_schuur_update_state,Update state,sensor,mqtt,bf409b29948cfe956b33949537038c7f,Repeater schuur,Achtertuin,device,diagnostic,,0,True,no labels at all,integration,
sensor.gordijn_j_d_linkquality,Linkquality,sensor,mqtt,cc3d9aaec33b9f095e4ae3ebfa88fd9d,Gordijn J/D,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
sensor.gordijn_j_d_update_state,Update state,sensor,mqtt,cc3d9aaec33b9f095e4ae3ebfa88fd9d,Gordijn J/D,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
sensor.lichtsensor_j_d_voltage,Voltage,sensor,mqtt,202373e9499d4aa24ca937cec240ad86,Lichtsensor J/D,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
sensor.lichtsensor_j_d_illuminance,Illuminance,sensor,mqtt,202373e9499d4aa24ca937cec240ad86,Lichtsensor J/D,Slaapkamer D/J,device,,,0,True,no labels at all,integration,
sensor.lichtsensor_j_d_linkquality,Linkquality,sensor,mqtt,202373e9499d4aa24ca937cec240ad86,Lichtsensor J/D,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
sensor.rolluik_knop_j_d_linkquality,Linkquality,sensor,mqtt,cab945732fe2e0e59ca599890a7a934c,Rolluik knop J/D,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
sensor.rolluik_knop_j_d_update_state,Update state,sensor,mqtt,cab945732fe2e0e59ca599890a7a934c,Rolluik knop J/D,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
sensor.darius_knop_linkquality,Linkquality,sensor,mqtt,92af3f56870953cbc2aa28a094c0b480,Darius knop,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
sensor.darius_knop_update_state,Update state,sensor,mqtt,92af3f56870953cbc2aa28a094c0b480,Darius knop,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
sensor.poort_bewegingssensor_battery,Battery,sensor,mqtt,9e623be9603b93cc8ad12ca7e9045489,Poort bewegingssensor,Achtertuin,device,diagnostic,,0,True,no labels at all,user,
sensor.poort_bewegingssensor_requested_brightness_level,Requested brightness level,sensor,mqtt,9e623be9603b93cc8ad12ca7e9045489,Poort bewegingssensor,Achtertuin,device,diagnostic,,0,True,no labels at all,integration,
sensor.poort_bewegingssensor_requested_brightness_percent,Requested brightness percent,sensor,mqtt,9e623be9603b93cc8ad12ca7e9045489,Poort bewegingssensor,Achtertuin,device,diagnostic,,0,True,no labels at all,integration,
sensor.poort_bewegingssensor_linkquality,Linkquality,sensor,mqtt,9e623be9603b93cc8ad12ca7e9045489,Poort bewegingssensor,Achtertuin,device,diagnostic,,0,True,no labels at all,integration,
sensor.poort_bewegingssensor_update_state,Update state,sensor,mqtt,9e623be9603b93cc8ad12ca7e9045489,Poort bewegingssensor,Achtertuin,device,diagnostic,,0,True,no labels at all,integration,
sensor.veranda_bewegingssensor_battery,Battery,sensor,mqtt,57ec426c9acd0ef4659e3dda29a0bf9e,Veranda bewegingssensor,Veranda,device,diagnostic,,0,True,no labels at all,user,
sensor.veranda_bewegingssensor_requested_brightness_level,Requested brightness level,sensor,mqtt,57ec426c9acd0ef4659e3dda29a0bf9e,Veranda bewegingssensor,Veranda,device,diagnostic,,0,True,no labels at all,integration,
sensor.veranda_bewegingssensor_requested_brightness_percent,Requested brightness percent,sensor,mqtt,57ec426c9acd0ef4659e3dda29a0bf9e,Veranda bewegingssensor,Veranda,device,diagnostic,,0,True,no labels at all,integration,
sensor.veranda_bewegingssensor_linkquality,Linkquality,sensor,mqtt,57ec426c9acd0ef4659e3dda29a0bf9e,Veranda bewegingssensor,Veranda,device,diagnostic,,0,True,no labels at all,integration,
sensor.veranda_bewegingssensor_update_state,Update state,sensor,mqtt,57ec426c9acd0ef4659e3dda29a0bf9e,Veranda bewegingssensor,Veranda,device,diagnostic,,0,True,no labels at all,integration,
sensor.rolien_knop_battery,Battery,sensor,mqtt,96439bdc7d74f5394f4eccb4c0b5ab06,Rolien knop,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,user,
sensor.rolien_knop_linkquality,Linkquality,sensor,mqtt,96439bdc7d74f5394f4eccb4c0b5ab06,Rolien knop,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
sensor.rolien_knop_update_state,Update state,sensor,mqtt,96439bdc7d74f5394f4eccb4c0b5ab06,Rolien knop,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
sensor.woonkamer_luchtsensor_temperature,Temperature,sensor,mqtt,0afb2a994a6722095c6280c9ddef3aca,Woonkamer luchtsensor,Woonkamer,device,,,0,True,no labels at all,user,
sensor.woonkamer_luchtsensor_humidity,Humidity,sensor,mqtt,0afb2a994a6722095c6280c9ddef3aca,Woonkamer luchtsensor,Woonkamer,device,,,0,True,no labels at all,user,
sensor.woonkamer_luchtsensor_pm25,PM2.5,sensor,mqtt,0afb2a994a6722095c6280c9ddef3aca,Woonkamer luchtsensor,Woonkamer,device,,,0,True,no labels at all,user,
sensor.woonkamer_luchtsensor_voc_index,VOC index,sensor,mqtt,0afb2a994a6722095c6280c9ddef3aca,Woonkamer luchtsensor,Woonkamer,device,,,0,True,no labels at all,user,
sensor.woonkamer_luchtsensor_linkquality,Linkquality,sensor,mqtt,0afb2a994a6722095c6280c9ddef3aca,Woonkamer luchtsensor,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
sensor.woonkamer_luchtsensor_update_state,Update state,sensor,mqtt,0afb2a994a6722095c6280c9ddef3aca,Woonkamer luchtsensor,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
sensor.rolluik_knop_r_r_battery,Battery,sensor,mqtt,9349890e6ea99da99b77d2d28e827a59,Rolluik knop R/R,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,user,
sensor.rolluik_knop_r_r_linkquality,Linkquality,sensor,mqtt,9349890e6ea99da99b77d2d28e827a59,Rolluik knop R/R,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
sensor.rolluik_knop_r_r_update_state,Update state,sensor,mqtt,9349890e6ea99da99b77d2d28e827a59,Rolluik knop R/R,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
sensor.slaapkamer_raamsensor_r_r_battery,Battery,sensor,mqtt,e09bdca3fa69a22843758d064b2fca4c,Slaapkamer raamsensor R/R,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,user,
sensor.slaapkamer_raamsensor_r_r_voltage,Voltage,sensor,mqtt,e09bdca3fa69a22843758d064b2fca4c,Slaapkamer raamsensor R/R,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
sensor.slaapkamer_raamsensor_r_r_linkquality,Linkquality,sensor,mqtt,e09bdca3fa69a22843758d064b2fca4c,Slaapkamer raamsensor R/R,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
sensor.woonkamer_rookmelder_linkquality,Linkquality,sensor,mqtt,ee39a493c77063988454f5f50a4fbfcd,Woonkamer rookmelder,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.tv_knop_update_available,,binary_sensor,mqtt,b6c4f46ebbab9bae7ef684498fd4c2a7,TV knop,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.repeater_schuur_update_available,,binary_sensor,mqtt,bf409b29948cfe956b33949537038c7f,Repeater schuur,Achtertuin,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.gordijn_j_d_update_available,,binary_sensor,mqtt,cc3d9aaec33b9f095e4ae3ebfa88fd9d,Gordijn J/D,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.rolluik_knop_j_d_update_available,,binary_sensor,mqtt,cab945732fe2e0e59ca599890a7a934c,Rolluik knop J/D,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.darius_knop_update_available,,binary_sensor,mqtt,92af3f56870953cbc2aa28a094c0b480,Darius knop,Slaapkamer D/J,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.poort_bewegingssensor_occupancy,Occupancy,binary_sensor,mqtt,9e623be9603b93cc8ad12ca7e9045489,Poort bewegingssensor,Achtertuin,device,,,0,True,no labels at all,user,
binary_sensor.poort_bewegingssensor_illuminance_above_threshold,Illuminance above threshold,binary_sensor,mqtt,9e623be9603b93cc8ad12ca7e9045489,Poort bewegingssensor,Achtertuin,device,diagnostic,,0,True,no labels at all,user,
binary_sensor.poort_bewegingssensor_update_available,,binary_sensor,mqtt,9e623be9603b93cc8ad12ca7e9045489,Poort bewegingssensor,Achtertuin,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.veranda_bewegingssensor_occupancy,Occupancy,binary_sensor,mqtt,57ec426c9acd0ef4659e3dda29a0bf9e,Veranda bewegingssensor,Veranda,device,,,0,True,no labels at all,user,
binary_sensor.veranda_bewegingssensor_illuminance_above_threshold,Illuminance above threshold,binary_sensor,mqtt,57ec426c9acd0ef4659e3dda29a0bf9e,Veranda bewegingssensor,Veranda,device,diagnostic,,0,True,no labels at all,user,
binary_sensor.veranda_bewegingssensor_update_available,,binary_sensor,mqtt,57ec426c9acd0ef4659e3dda29a0bf9e,Veranda bewegingssensor,Veranda,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.rolien_knop_update_available,,binary_sensor,mqtt,96439bdc7d74f5394f4eccb4c0b5ab06,Rolien knop,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.woonkamer_luchtsensor_update_available,,binary_sensor,mqtt,0afb2a994a6722095c6280c9ddef3aca,Woonkamer luchtsensor,Woonkamer,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.rolluik_knop_r_r_update_available,,binary_sensor,mqtt,9349890e6ea99da99b77d2d28e827a59,Rolluik knop R/R,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.slaapkamer_raamsensor_r_r_contact,Door,binary_sensor,mqtt,e09bdca3fa69a22843758d064b2fca4c,Slaapkamer raamsensor R/R,Slaapkamer R/R,device,,,0,True,no labels at all,user,
binary_sensor.slaapkamer_raamsensor_r_r_battery_low,Battery,binary_sensor,mqtt,e09bdca3fa69a22843758d064b2fca4c,Slaapkamer raamsensor R/R,Slaapkamer R/R,device,diagnostic,,0,True,no labels at all,user,
update.tv_knop,,update,mqtt,b6c4f46ebbab9bae7ef684498fd4c2a7,TV knop,Woonkamer,device,config,,0,True,no labels at all,user,
update.repeater_schuur,,update,mqtt,bf409b29948cfe956b33949537038c7f,Repeater schuur,Achtertuin,device,config,,0,True,no labels at all,user,
update.poort_bewegingssensor,,update,mqtt,9e623be9603b93cc8ad12ca7e9045489,Poort bewegingssensor,Achtertuin,device,config,,0,True,no labels at all,user,
update.rolien_knop,,update,mqtt,96439bdc7d74f5394f4eccb4c0b5ab06,Rolien knop,Slaapkamer R/R,device,config,,0,True,no labels at all,user,
update.woonkamer_luchtsensor,,update,mqtt,0afb2a994a6722095c6280c9ddef3aca,Woonkamer luchtsensor,Woonkamer,device,config,,0,True,no labels at all,user,
