entity_id,name,domain,platform,device_id,device_name,area,area_source,entity_category,label_names,label_count,missing_labels,rule_failures,disabled_by,hidden_by
sensor.mobiel_rolien_smartphone_werk_daily_distance,Rolien smartphone werk Daily distance,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_daily_elevation_gained,Rolien smartphone werk Daily elevation gained,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_daily_floors,Rolien smartphone werk Daily floors,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_daily_hydration,Rolien smartphone werk Daily hydration,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_werk_daily_steps,Rolien smartphone werk Daily steps,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_data_network_type_sim_1,Rolien smartphone werk Data network type (SIM 1),sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_data_network_type_sim_2,Rolien smartphone werk Data network type (SIM 2),sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_detected_activity,Rolien smartphone werk Detected activity,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_device_locked,Rolien smartphone werk Device locked,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_device_secure,Rolien smartphone werk Device secure,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_diastolic_blood_pressure,Rolien smartphone werk Diastolic blood pressure,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_do_not_disturb_sensor,Rolien smartphone werk Do Not Disturb sensor,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_doze_mode,Rolien smartphone werk Doze mode,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_external_storage,Rolien smartphone werk External storage,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_geocoded_location,Rolien smartphone werk Geocoded location,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_headphones,Rolien smartphone werk Headphones,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_heart_rate,Rolien smartphone werk Heart rate,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_heart_rate_variability,Rolien smartphone werk Heart rate variability,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_height,Rolien smartphone werk Height,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.mobiel_rolien_smartphone_werk_high_accuracy_mode,Rolien smartphone werk High accuracy mode,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_high_accuracy_update_interval,Rolien smartphone werk High accuracy update interval,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_hotspot_state,Rolien smartphone werk Hotspot state,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_interactive,Rolien smartphone werk Interactive,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_internal_storage,Rolien smartphone werk Internal storage,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_ipv6_addresses,Rolien smartphone werk IPv6 addresses,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_is_charging,Rolien smartphone werk Is charging,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_keyguard_locked,Rolien smartphone werk Keyguard locked,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_keyguard_secure,Rolien smartphone werk Keyguard secure,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_last_notification,Rolien smartphone werk Last notification,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_last_reboot,Rolien smartphone werk Last reboot,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_last_removed_notification,Rolien smartphone werk Last removed notification,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_last_update_trigger,Rolien smartphone werk Last update trigger,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_last_used_app,Rolien smartphone werk Last used app,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_lean_body_mass,Rolien smartphone werk Lean body mass,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_werk_light_sensor,Rolien smartphone werk Light sensor,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_media_session,Rolien smartphone werk Media session,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_mic_muted,Rolien smartphone werk Mic muted,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_mobile_data,Rolien smartphone werk Mobile data,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_mobile_data_roaming,Rolien smartphone werk Mobile data roaming,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_mobile_rx_gb,Rolien smartphone werk Mobile Rx GB,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_mobile_tx_gb,Rolien smartphone werk Mobile Tx GB,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_music_active,Rolien smartphone werk Music active,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_network_type,Rolien smartphone werk Network type,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_next_alarm,Rolien smartphone werk Next alarm,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_nfc_state,Rolien smartphone werk NFC state,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_os_version,Rolien smartphone werk OS version,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_oxygen_saturation,Rolien smartphone werk Oxygen saturation,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_phone_state,Rolien smartphone werk Phone state,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_power_save,Rolien smartphone werk Power save,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_proximity_sensor,Rolien smartphone werk Proximity sensor,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_public_ip_address,Rolien smartphone werk Public IP address,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_remaining_charge_time,Rolien smartphone werk Remaining charge time,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_respiratory_rate,Rolien smartphone werk Respiratory rate,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_resting_heart_rate,Rolien smartphone werk Resting heart rate,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_ringer_mode,Rolien smartphone werk Ringer mode,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
device_tracker.mobiel_rolien_smartphone_werk,Rolien smartphone werk,device_tracker,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,Mobile,1,False,"missing category: brand, protocol, function",,
notify.mobiel_rolien_smartphone_werk,,notify,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,,0,True,no labels at all,,
sensor.mobiel_rolien_smartphone_werk_screen_brightness,Rolien smartphone werk Screen brightness,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_screen_off_timeout,Rolien smartphone werk Screen off timeout,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_screen_orientation,Rolien smartphone werk Screen orientation,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_screen_rotation,Rolien smartphone werk Screen rotation,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_security_patch,Rolien smartphone werk Security patch,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_signal_strength_sim_1,Rolien smartphone werk Signal strength (SIM 1),sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_signal_strength_sim_2,Rolien smartphone werk Signal strength (SIM 2),sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_sim_1,Rolien smartphone werk SIM 1,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_sim_2,Rolien smartphone werk SIM 2,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_sleep_confidence,Rolien smartphone werk Sleep confidence,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_sleep_duration,Rolien smartphone werk Sleep duration,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_sleep_segment,Rolien smartphone werk Sleep segment,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_speakerphone,Rolien smartphone werk Speakerphone,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_steps_sensor,Rolien smartphone werk Steps sensor,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_systolic_blood_pressure,Rolien smartphone werk Systolic blood pressure,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_total_calories_burned,Rolien smartphone werk Total calories burned,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_total_rx_gb,Rolien smartphone werk Total Rx GB,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_total_tx_gb,Rolien smartphone werk Total Tx GB,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_vo2_max,Rolien smartphone werk VO2 max,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_volume_level_accessibility,Rolien smartphone werk Volume level accessibility,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_volume_level_alarm,Rolien smartphone werk Volume level alarm,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_volume_level_call,Rolien smartphone werk Volume level call,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_volume_level_dtmf,Rolien smartphone werk Volume level DTMF,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_volume_level_music,Rolien smartphone werk Volume level music,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_volume_level_notification,Rolien smartphone werk Volume level notification,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_volume_level_ringer,Rolien smartphone werk Volume level ringer,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_volume_level_system,Rolien smartphone werk Volume level system,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_weight,Rolien smartphone werk Weight,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_wi_fi_bssid,Rolien smartphone werk Wi-Fi BSSID,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_wi_fi_connection,Rolien smartphone werk Wi-Fi connection,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_wi_fi_frequency,Rolien smartphone werk Wi-Fi frequency,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_wi_fi_ip_address,Rolien smartphone werk Wi-Fi IP address,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_wi_fi_link_speed,Rolien smartphone werk Wi-Fi link speed,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
sensor.mobiel_rolien_smartphone_werk_wi_fi_signal_strength,Rolien smartphone werk Wi-Fi signal strength,sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_wi_fi_state,Rolien smartphone werk Wi-Fi state,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,diagnostic,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
binary_sensor.mobiel_rolien_smartphone_werk_work_profile,Rolien smartphone werk Work profile,binary_sensor,mobile_app,e0dd02f34c92058fc1df087dddcb7100,Rolien smartphone werk,Mobiel,device,,"Mobile, Sensor",2,False,"missing category: brand, protocol",integration,
device_tracker.mobiel_rudi_smartphone,Rudi smartphone,device_tracker,mobile_app,4c668be435eb5ac5eae8b29e160000f2,Rudi smartphone,Mobiel,device,diagnostic,,0,True,no labels at all,,
notify.mobiel_rudi_smartphone,,notify,mobile_app,4c668be435eb5ac5eae8b29e160000f2,Rudi smartphone,Mobiel,device,,,0,True,no labels at all,,
sensor.mobiel_rolien_smartphone_prive_accent_color,Rolien smartphone prive Accent color,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_prive_active_notification_count,Rolien smartphone prive Active notification count,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,,,0,True,no labels at all,integration,
binary_sensor.mobiel_rolien_smartphone_prive_android_auto,Rolien smartphone prive Android Auto,binary_sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,,"Mobile, Sensor, WiFi",3,False,missing category: brand,,
sensor.mobiel_rolien_smartphone_prive_app_importance,Rolien smartphone prive App importance,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
binary_sensor.mobiel_rolien_smartphone_prive_app_inactive,Rolien smartphone prive App inactive,binary_sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_prive_app_memory,Rolien smartphone prive App memory,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_prive_app_rx_gb,Rolien smartphone prive App Rx GB,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_prive_app_standby_bucket,Rolien smartphone prive App standby bucket,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_prive_app_tx_gb,Rolien smartphone prive App Tx GB,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_prive_audio_mode,Rolien smartphone prive Audio mode,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_prive_battery_health,Rolien smartphone prive Battery health,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,diagnostic,,0,True,no labels at all,integration,
sensor.mobiel_rolien_smartphone_prive_battery_level,Rolien smartphone prive Battery level,sensor,mobile_app,fd4ec006a2ea1c62002c6b6b5a624173,Rolien smartphone prive,Mobiel,device,diagnostic,"Mobile, Sensor, WiFi",3,False,missing category: brand,,
