entity_id,domain,full_entity_id
hal_boven_plafondlamp_2_power_on_level,number,number.hal_boven_plafondlamp_2_power_on_level
hal_boven_plafondlamp_3_off_transition_time,number,number.hal_boven_plafondlamp_3_off_transition_time
hal_boven_plafondlamp_3_on_level,number,number.hal_boven_plafondlamp_3_on_level
hal_boven_plafondlamp_3_on_off_transition_time,number,number.hal_boven_plafondlamp_3_on_off_transition_time
hal_boven_plafondlamp_3_on_transition_time,number,number.hal_boven_plafondlamp_3_on_transition_time
hal_boven_plafondlamp_3_power_on_level,number,number.hal_boven_plafondlamp_3_power_on_level
kajplats_e27_cws_globe_1055lm_off_transition_time,number,number.kajplats_e27_cws_globe_1055lm_off_transition_time
kajplats_e27_cws_globe_1055lm_off_transition_time_2,number,number.kajplats_e27_cws_globe_1055lm_off_transition_time_2
kajplats_e27_cws_globe_1055lm_on_level,number,number.kajplats_e27_cws_globe_1055lm_on_level
kajplats_e27_cws_globe_1055lm_on_level_2,number,number.kajplats_e27_cws_globe_1055lm_on_level_2
kajplats_e27_cws_globe_1055lm_on_off_transition_time,number,number.kajplats_e27_cws_globe_1055lm_on_off_transition_time
kajplats_e27_cws_globe_1055lm_on_off_transition_time_2,number,number.kajplats_e27_cws_globe_1055lm_on_off_transition_time_2
kajplats_e27_cws_globe_1055lm_on_transition_time,number,number.kajplats_e27_cws_globe_1055lm_on_transition_time
kajplats_e27_cws_globe_1055lm_on_transition_time_2,number,number.kajplats_e27_cws_globe_1055lm_on_transition_time_2
kajplats_e27_cws_globe_1055lm_power_on_level,number,number.kajplats_e27_cws_globe_1055lm_power_on_level
kleinnotifier_voice_buffer,number,number.kleinnotifier_voice_buffer
kleinpaal_charging_amps,number,number.kleinpaal_charging_amps
nachtkastjelamp_off_transition_time,number,number.nachtkastjelamp_off_transition_time
nachtkastjelamp_on_level,number,number.nachtkastjelamp_on_level
nachtkastjelamp_on_off_transition_time,number,number.nachtkastjelamp_on_off_transition_time
nachtkastjelamp_on_transition_time,number,number.nachtkastjelamp_on_transition_time
nachtkastjelamp_power_on_level,number,number.nachtkastjelamp_power_on_level
p1_meter_status_light_brightness,number,number.p1_meter_status_light_brightness
red_robin_humidity_calibration,number,number.red_robin_humidity_calibration
red_robin_soil_calibration,number,number.red_robin_soil_calibration
red_robin_soil_sampling,number,number.red_robin_soil_sampling
red_robin_soil_warning,number,number.red_robin_soil_warning
red_robin_temperature_calibration,number,number.red_robin_temperature_calibration
red_robin_temperature_sampling,number,number.red_robin_temperature_sampling
red_robin_voortuin_max_air_humidity,number,number.red_robin_voortuin_max_air_humidity
red_robin_voortuin_max_soil_moisture,number,number.red_robin_voortuin_max_soil_moisture
red_robin_voortuin_max_soil_temperature,number,number.red_robin_voortuin_max_soil_temperature
red_robin_voortuin_max_temperature,number,number.red_robin_voortuin_max_temperature
red_robin_voortuin_max_vpd,number,number.red_robin_voortuin_max_vpd
red_robin_voortuin_min_air_humidity,number,number.red_robin_voortuin_min_air_humidity
red_robin_voortuin_min_soil_moisture,number,number.red_robin_voortuin_min_soil_moisture
red_robin_voortuin_min_soil_temperature,number,number.red_robin_voortuin_min_soil_temperature
red_robin_voortuin_min_temperature,number,number.red_robin_voortuin_min_temperature
red_robin_voortuin_min_vpd,number,number.red_robin_voortuin_min_vpd
schemerlamp_off_transition_time,number,number.schemerlamp_off_transition_time
schemerlamp_on_level,number,number.schemerlamp_on_level
schemerlamp_on_off_transition_time,number,number.schemerlamp_on_off_transition_time
schemerlamp_on_transition_time,number,number.schemerlamp_on_transition_time
schemerlamp_power_on_level,number,number.schemerlamp_power_on_level
sonoff_zbdongle_p_router_transmit_power,number,number.sonoff_zbdongle_p_router_transmit_power
toilet_beneden_plafondlamp_1_off_transition_time,number,number.toilet_beneden_plafondlamp_1_off_transition_time
toilet_beneden_plafondlamp_1_on_level,number,number.toilet_beneden_plafondlamp_1_on_level
toilet_beneden_plafondlamp_1_on_off_transition_time,number,number.toilet_beneden_plafondlamp_1_on_off_transition_time
toilet_beneden_plafondlamp_1_on_transition_time,number,number.toilet_beneden_plafondlamp_1_on_transition_time
toilet_beneden_plafondlamp_1_power_on_level,number,number.toilet_beneden_plafondlamp_1_power_on_level
toilet_beneden_plafondlamp_2_off_transition_time,number,number.toilet_beneden_plafondlamp_2_off_transition_time
toilet_beneden_plafondlamp_2_on_level,number,number.toilet_beneden_plafondlamp_2_on_level
toilet_beneden_plafondlamp_2_on_off_transition_time,number,number.toilet_beneden_plafondlamp_2_on_off_transition_time
toilet_beneden_plafondlamp_2_on_transition_time,number,number.toilet_beneden_plafondlamp_2_on_transition_time
universal_notifier_voice_buffer,number,number.universal_notifier_voice_buffer
varmblixt_table_wall_lamp_off_transition_time,number,number.varmblixt_table_wall_lamp_off_transition_time
varmblixt_table_wall_lamp_on_level,number,number.varmblixt_table_wall_lamp_on_level
varmblixt_table_wall_lamp_on_off_transition_time,number,number.varmblixt_table_wall_lamp_on_off_transition_time
varmblixt_table_wall_lamp_on_transition_time,number,number.varmblixt_table_wall_lamp_on_transition_time
varmblixt_table_wall_lamp_power_on_level,number,number.varmblixt_table_wall_lamp_power_on_level
wijnrek_lamp_off_transition_time,number,number.wijnrek_lamp_off_transition_time
wijnrek_lamp_on_level,number,number.wijnrek_lamp_on_level
wijnrek_lamp_on_off_transition_time,number,number.wijnrek_lamp_on_off_transition_time
wijnrek_lamp_on_transition_time,number,number.wijnrek_lamp_on_transition_time
wijnrek_lamp_power_on_level,number,number.wijnrek_lamp_power_on_level
search_result,openplantbook,openplantbook.search_result
darius,person,person.darius
julius,person,person.julius
rolien,person,person.rolien
rudi,person,person.rudi
kleinbroad,remote,remote.kleinbroad
kleinlink_1,remote,remote.kleinlink_1
kleintv,remote,remote.kleintv
kleintv_2,remote,remote.kleintv_2
kleintv_3,remote,remote.kleintv_3
kleintv_4,remote,remote.kleintv_4
add_manual_logger_target,script,script.add_manual_logger_target
color_cycle_nachtkastjelamp,script,script.color_cycle_nachtkastjelamp
new_script,script,script.new_script
new_script_2,script,script.new_script_2
rolluik_j_d_dicht,script,script.rolluik_j_d_dicht
rolluik_j_d_open,script,script.rolluik_j_d_open
rolluik_r_r_dicht,script,script.rolluik_r_r_dicht
rolluik_r_r_open,script,script.rolluik_r_r_open
set_component_log_level,script,script.set_component_log_level
tv_power_tv,script,script.tv_power_tv
update_logger_component_list,script,script.update_logger_component_list
wol_rudi_duplicate,script,script.wol_rudi_duplicate
badkamerlicht_power_on_behavior_on_startup,select,select.badkamerlicht_power_on_behavior_on_startup
bollamp_power_on_behavior_on_startup,select,select.bollamp_power_on_behavior_on_startup
buitenlamp_nieuwe_schuur_power_on_behavior,select,select.buitenlamp_nieuwe_schuur_power_on_behavior
bureau_rudi_power_on_behavior,select,select.bureau_rudi_power_on_behavior
bureaulamp_rudi_power_on_behavior,select,select.bureaulamp_rudi_power_on_behavior
deken_julius_power_on_behavior_2,select,select.deken_julius_power_on_behavior_2
deken_r_r_power_on_behavior,select,select.deken_r_r_power_on_behavior
donut_power_on_behavior,select,select.donut_power_on_behavior
hal_boven_plafondlamp_1_power_on_behavior_on_startup,select,select.hal_boven_plafondlamp_1_power_on_behavior_on_startup
hal_boven_plafondlamp_2_power_on_behavior_on_startup,select,select.hal_boven_plafondlamp_2_power_on_behavior_on_startup
hal_boven_plafondlamp_3_power_on_behavior_on_startup,select,select.hal_boven_plafondlamp_3_power_on_behavior_on_startup
huiskamer_climatecontrol_schedule,select,select.huiskamer_climatecontrol_schedule
ikea_energy_meter_11_bureau_rolien_power_on_behavior_2,select,select.ikea_energy_meter_11_bureau_rolien_power_on_behavior_2
ikea_energy_meter_12_voetverwarmer_power_on_behavior_2,select,select.ikea_energy_meter_12_voetverwarmer_power_on_behavior_2
ikea_energy_meter_1_darius_power_on_behavior_2,select,select.ikea_energy_meter_1_darius_power_on_behavior_2
ikea_energy_meter_2_server_power_on_behavior_2,select,select.ikea_energy_meter_2_server_power_on_behavior_2
ikea_energy_meter_3_droger_power_on_behavior_2,select,select.ikea_energy_meter_3_droger_power_on_behavior_2
ikea_energy_meter_4_wasmachine_power_on_behavior_2,select,select.ikea_energy_meter_4_wasmachine_power_on_behavior_2
ikea_energy_meter_6_minikoelkast_power_on_behavior_2,select,select.ikea_energy_meter_6_minikoelkast_power_on_behavior_2
ikea_energy_meter_7_miniboiler_power_on_behavior_2,select,select.ikea_energy_meter_7_miniboiler_power_on_behavior_2
ikea_energy_meter_8_airfryer_power_on_behavior_2,select,select.ikea_energy_meter_8_airfryer_power_on_behavior_2
ikea_energy_meter_9_plafond_verwarming_power_on_behavior_2,select,select.ikea_energy_meter_9_plafond_verwarming_power_on_behavior_2
kajplats_e27_cws_globe_1055lm_power_on_behavior,select,select.kajplats_e27_cws_globe_1055lm_power_on_behavior
kajplats_e27_cws_globe_1055lm_power_on_behavior_on_startup,select,select.kajplats_e27_cws_globe_1055lm_power_on_behavior_on_startup
kajplats_e27_cws_globe_1055lm_power_on_behavior_on_startup_2,select,select.kajplats_e27_cws_globe_1055lm_power_on_behavior_on_startup_2
keuken_aanrecht_power_on_behavior,select,select.keuken_aanrecht_power_on_behavior
kleinnotifier_priority_volume,select,select.kleinnotifier_priority_volume
luchtpomp_power_on_behavior,select,select.luchtpomp_power_on_behavior
nachtkastjelamp_power_on_behavior,select,select.nachtkastjelamp_power_on_behavior
oude_schuur_buitenlamp_power_on_behavior,select,select.oude_schuur_buitenlamp_power_on_behavior
schemerlamp_power_on_behavior_on_startup,select,select.schemerlamp_power_on_behavior_on_startup
toilet_beneden_plafondlamp_1_power_on_behavior_on_startup,select,select.toilet_beneden_plafondlamp_1_power_on_behavior_on_startup
toilet_beneden_plafondlamp_2_power_on_behavior_on_startup,select,select.toilet_beneden_plafondlamp_2_power_on_behavior_on_startup
tv_power_on_behavior,select,select.tv_power_on_behavior
universal_notifier_priority_volume,select,select.universal_notifier_priority_volume
varmblixt_table_wall_lamp_power_on_behavior,select,select.varmblixt_table_wall_lamp_power_on_behavior
veranda_ventilator_power_on_behavior,select,select.veranda_ventilator_power_on_behavior
verandalamp_links_power_on_behavior,select,select.verandalamp_links_power_on_behavior
verandalamp_rechts_power_on_behavior,select,select.verandalamp_rechts_power_on_behavior
vijverpompen_power_on_behavior,select,select.vijverpompen_power_on_behavior
wijnrek_lamp_power_on_behavior_on_startup,select,select.wijnrek_lamp_power_on_behavior_on_startup
zolder_climatecontrol_schedule,select,select.zolder_climatecontrol_schedule
zonnescherm_stroom_power_on_behavior,select,select.zonnescherm_stroom_power_on_behavior
0x00158d00058d1420_battery,sensor,sensor.0x00158d00058d1420_battery
0x04e3e5fffe09f5fd_battery,sensor,sensor.0x04e3e5fffe09f5fd_battery
0x04e3e5fffe09f5fd_voltage,sensor,sensor.0x04e3e5fffe09f5fd_voltage
0x08b95ffffeeb7767_battery,sensor,sensor.0x08b95ffffeeb7767_battery
0x08b95ffffeeb7767_linkquality,sensor,sensor.0x08b95ffffeeb7767_linkquality
0x08b95ffffeeb7767_voltage,sensor,sensor.0x08b95ffffeeb7767_voltage
0x180df9fffe0bf38a_current,sensor,sensor.0x180df9fffe0bf38a_current
0x180df9fffe0bf38a_energy,sensor,sensor.0x180df9fffe0bf38a_energy
0x180df9fffe0bf38a_power,sensor,sensor.0x180df9fffe0bf38a_power
0x180df9fffe0bf38a_voltage,sensor,sensor.0x180df9fffe0bf38a_voltage
0x180df9fffe10a413_current,sensor,sensor.0x180df9fffe10a413_current
0x180df9fffe10a413_energy,sensor,sensor.0x180df9fffe10a413_energy
0x180df9fffe10a413_power,sensor,sensor.0x180df9fffe10a413_power
0x180df9fffe10a413_voltage,sensor,sensor.0x180df9fffe10a413_voltage
0x348d13fffee38a35_current,sensor,sensor.0x348d13fffee38a35_current
0x348d13fffee38a35_energy,sensor,sensor.0x348d13fffee38a35_energy
0x348d13fffee38a35_power,sensor,sensor.0x348d13fffee38a35_power
0x348d13fffee38a35_voltage,sensor,sensor.0x348d13fffee38a35_voltage
0x540f57fffef57923_battery,sensor,sensor.0x540f57fffef57923_battery
0x583bc2fffe0bd20b_battery,sensor,sensor.0x583bc2fffe0bd20b_battery
0x583bc2fffe0bd20b_voltage,sensor,sensor.0x583bc2fffe0bd20b_voltage
0x5cc7c1fffea4fc26_battery,sensor,sensor.0x5cc7c1fffea4fc26_battery
0x5cc7c1fffea4fc26_voltage,sensor,sensor.0x5cc7c1fffea4fc26_voltage
0x60efabfffef093f7_battery,sensor,sensor.0x60efabfffef093f7_battery
0x64028ffffebb33cd_current,sensor,sensor.0x64028ffffebb33cd_current
0x64028ffffebb33cd_energy,sensor,sensor.0x64028ffffebb33cd_energy
0x64028ffffebb33cd_power,sensor,sensor.0x64028ffffebb33cd_power
0x64028ffffebb33cd_voltage,sensor,sensor.0x64028ffffebb33cd_voltage
0x84ba20fffe3217f5_battery,sensor,sensor.0x84ba20fffe3217f5_battery
0xa4c138022ea9ffff_battery,sensor,sensor.0xa4c138022ea9ffff_battery
0xa4c138022ea9ffff_temperature,sensor,sensor.0xa4c138022ea9ffff_temperature
0xa4c13804a85effff_battery,sensor,sensor.0xa4c13804a85effff_battery
0xa4c13804a85effff_temperature,sensor,sensor.0xa4c13804a85effff_temperature
0xa4c13848f66f5ba1_battery,sensor,sensor.0xa4c13848f66f5ba1_battery
0xa4c13848f66f5ba1_humidity,sensor,sensor.0xa4c13848f66f5ba1_humidity
0xa4c13848f66f5ba1_soil_moisture,sensor,sensor.0xa4c13848f66f5ba1_soil_moisture
0xa4c13848f66f5ba1_temperature,sensor,sensor.0xa4c13848f66f5ba1_temperature
0xa4c1388c951dfa90_battery,sensor,sensor.0xa4c1388c951dfa90_battery
0xa4c1388c951dfa90_humidity,sensor,sensor.0xa4c1388c951dfa90_humidity
0xa4c1388c951dfa90_soil_moisture,sensor,sensor.0xa4c1388c951dfa90_soil_moisture
0xa4c1388c951dfa90_temperature,sensor,sensor.0xa4c1388c951dfa90_temperature
0xa4c138afd24b2a41_battery,sensor,sensor.0xa4c138afd24b2a41_battery
0xa4c138afd24b2a41_humidity,sensor,sensor.0xa4c138afd24b2a41_humidity
0xa4c138afd24b2a41_soil_moisture,sensor,sensor.0xa4c138afd24b2a41_soil_moisture
0xa4c138afd24b2a41_temperature,sensor,sensor.0xa4c138afd24b2a41_temperature
0xf0fd45fffeff3b31_current,sensor,sensor.0xf0fd45fffeff3b31_current
0xf0fd45fffeff3b31_energy,sensor,sensor.0xf0fd45fffeff3b31_energy
0xf0fd45fffeff3b31_power,sensor,sensor.0xf0fd45fffeff3b31_power
0xf0fd45fffeff3b31_voltage,sensor,sensor.0xf0fd45fffeff3b31_voltage
4ab554b2_homeassistant_editorhassio_is_new,sensor,sensor.4ab554b2_homeassistant_editorhassio_is_new
77_174_236_10fixedkpnnet_is_new,sensor,sensor.77_174_236_10fixedkpnnet_is_new
9336c2b0_zigbee2mqtthassio_is_new,sensor,sensor.9336c2b0_zigbee2mqtthassio_is_new
9336c2b0_zigbee2mqtthassio_is_new_2,sensor,sensor.9336c2b0_zigbee2mqtthassio_is_new_2
9336c2b0_zigbee2mqtthassio_is_new_3,sensor,sensor.9336c2b0_zigbee2mqtthassio_is_new_3
9cf1ea8f_mqtt_explorerhassio_is_new,sensor,sensor.9cf1ea8f_mqtt_explorerhassio_is_new
9cf1ea8f_mqtt_explorerhassio_is_new_2,sensor,sensor.9cf1ea8f_mqtt_explorerhassio_is_new_2
9cf1ea8f_mqtt_explorerhassio_is_new_3,sensor,sensor.9cf1ea8f_mqtt_explorerhassio_is_new_3
9cf1ea8f_mqtt_explorerhassio_is_new_4,sensor,sensor.9cf1ea8f_mqtt_explorerhassio_is_new_4
9cf1ea8f_mqtt_explorerhassio_is_new_5,sensor,sensor.9cf1ea8f_mqtt_explorerhassio_is_new_5
a0d7b954_vscodehassio_is_new,sensor,sensor.a0d7b954_vscodehassio_is_new
a0d7b954_vscodehassio_is_new_2,sensor,sensor.a0d7b954_vscodehassio_is_new_2
a0d7b954_vscodehassio_is_new_3,sensor,sensor.a0d7b954_vscodehassio_is_new_3
a0d7b954_vscodehassio_is_new_4,sensor,sensor.a0d7b954_vscodehassio_is_new_4
a0d7b954_vscodehassio_is_new_5,sensor,sensor.a0d7b954_vscodehassio_is_new_5
accusaver_energie_vandaag,sensor,sensor.accusaver_energie_vandaag
accusaver_energy_apparentpower,sensor,sensor.accusaver_energy_apparentpower
accusaver_energy_current,sensor,sensor.accusaver_energy_current
accusaver_energy_factor,sensor,sensor.accusaver_energy_factor
accusaver_energy_power,sensor,sensor.accusaver_energy_power
accusaver_energy_reactivepower,sensor,sensor.accusaver_energy_reactivepower
accusaver_energy_today,sensor,sensor.accusaver_energy_today
accusaver_energy_total,sensor,sensor.accusaver_energy_total
accusaver_energy_voltage,sensor,sensor.accusaver_energy_voltage
accusaver_energy_yesterday,sensor,sensor.accusaver_energy_yesterday
accusaver_mqtt_connect_count,sensor,sensor.accusaver_mqtt_connect_count
accusaver_wifi_connect_count,sensor,sensor.accusaver_wifi_connect_count
accuserver_energie_gisteren,sensor,sensor.accuserver_energie_gisteren
achterdeur_magneetsensor_battery,sensor,sensor.achterdeur_magneetsensor_battery
achterdeur_magneetsensor_battery_2,sensor,sensor.achterdeur_magneetsensor_battery_2
achterdeur_magneetsensor_linkquality,sensor,sensor.achterdeur_magneetsensor_linkquality
achterdeur_sensor_battery,sensor,sensor.achterdeur_sensor_battery
achtertuin_achtertuin_tf2_battery,sensor,sensor.achtertuin_achtertuin_tf2_battery
achtertuin_achtertuin_tf2_battery_voltage,sensor,sensor.achtertuin_achtertuin_tf2_battery_voltage
achtertuin_achtertuin_tf2_humidity,sensor,sensor.achtertuin_achtertuin_tf2_humidity
achtertuin_achtertuin_tf2_temperature,sensor,sensor.achtertuin_achtertuin_tf2_temperature
active_issues,sensor,sensor.active_issues
air_quality,sensor,sensor.air_quality
alarm_control_panels,sensor,sensor.alarm_control_panels
alectov5_0069_temp,sensor,sensor.alectov5_0069_temp
alectov5_0069_update_time,sensor,sensor.alectov5_0069_update_time
areas,sensor,sensor.areas
automations,sensor,sensor.automations
badkamer_t_h_battery,sensor,sensor.badkamer_t_h_battery
badkamer_t_h_humidity,sensor,sensor.badkamer_t_h_humidity
badkamer_t_h_pressure,sensor,sensor.badkamer_t_h_pressure
badkamer_t_h_temperature,sensor,sensor.badkamer_t_h_temperature
bamboe_achtertuin_air_humidity,sensor,sensor.bamboe_achtertuin_air_humidity
bamboe_achtertuin_battery,sensor,sensor.bamboe_achtertuin_battery
bamboe_achtertuin_humidity,sensor,sensor.bamboe_achtertuin_humidity
bamboe_achtertuin_soil_moisture,sensor,sensor.bamboe_achtertuin_soil_moisture
bamboe_achtertuin_soil_moisture_2,sensor,sensor.bamboe_achtertuin_soil_moisture_2
bamboe_achtertuin_temperature,sensor,sensor.bamboe_achtertuin_temperature
bamboe_achtertuin_temperature_2,sensor,sensor.bamboe_achtertuin_temperature_2
bamboe_tuin_air_humidity,sensor,sensor.bamboe_tuin_air_humidity
bamboe_tuin_battery,sensor,sensor.bamboe_tuin_battery
bamboe_tuin_humidity,sensor,sensor.bamboe_tuin_humidity
bamboe_tuin_soil_moisture,sensor,sensor.bamboe_tuin_soil_moisture
bamboe_tuin_soil_moisture_2,sensor,sensor.bamboe_tuin_soil_moisture_2
bamboe_tuin_soil_temperature,sensor,sensor.bamboe_tuin_soil_temperature
bamboe_tuin_temperature,sensor,sensor.bamboe_tuin_temperature
bamboe_tuin_temperature_2,sensor,sensor.bamboe_tuin_temperature_2
bamboo_achtertuin_air_humidity,sensor,sensor.bamboo_achtertuin_air_humidity
bamboo_achtertuin_soil_moisture,sensor,sensor.bamboo_achtertuin_soil_moisture
bamboo_achtertuin_temperature,sensor,sensor.bamboo_achtertuin_temperature
bamboo_achtertuin_vapour_pressure_deficit,sensor,sensor.bamboo_achtertuin_vapour_pressure_deficit
bedroom_ir_combined_temperature,sensor,sensor.bedroom_ir_combined_temperature
bedroom_ir_panel_thermostat_battery,sensor,sensor.bedroom_ir_panel_thermostat_battery
bedroom_ir_panel_thermostat_battery_2,sensor,sensor.bedroom_ir_panel_thermostat_battery_2
bedroom_ir_panel_thermostat_temperature,sensor,sensor.bedroom_ir_panel_thermostat_temperature
bedroom_ir_panel_thermostat_temperature_2,sensor,sensor.bedroom_ir_panel_thermostat_temperature_2
bilresa_dual_button_battery,sensor,sensor.bilresa_dual_button_battery
bilresa_dual_button_battery_voltage,sensor,sensor.bilresa_dual_button_battery_voltage
bilresa_scroll_wheel_battery,sensor,sensor.bilresa_scroll_wheel_battery
bilresa_scroll_wheel_battery_2,sensor,sensor.bilresa_scroll_wheel_battery_2
bilresa_scroll_wheel_battery_3,sensor,sensor.bilresa_scroll_wheel_battery_3
bilresa_scroll_wheel_battery_voltage,sensor,sensor.bilresa_scroll_wheel_battery_voltage
bilresa_scroll_wheel_battery_voltage_2,sensor,sensor.bilresa_scroll_wheel_battery_voltage_2
bilresa_scroll_wheel_battery_voltage_3,sensor,sensor.bilresa_scroll_wheel_battery_voltage_3
binary_sensors,sensor,sensor.binary_sensors
blink_kleinblinkcam1_temperature,sensor,sensor.blink_kleinblinkcam1_temperature
blink_kleinblinkcam1_wi_fi_rssi,sensor,sensor.blink_kleinblinkcam1_wi_fi_rssi
blink_kleinblinkcam1_wi_fi_signal_strength,sensor,sensor.blink_kleinblinkcam1_wi_fi_signal_strength
blink_kleinblinkcam2_temperature,sensor,sensor.blink_kleinblinkcam2_temperature
blink_kleinblinkcam2_wi_fi_rssi,sensor,sensor.blink_kleinblinkcam2_wi_fi_rssi
blink_kleinblinkcam2_wi_fi_signal_strength,sensor,sensor.blink_kleinblinkcam2_wi_fi_signal_strength
boiler,sensor,sensor.boiler
bruidsplant_achtertuin_battery,sensor,sensor.bruidsplant_achtertuin_battery
bruidsplant_achtertuin_humidity,sensor,sensor.bruidsplant_achtertuin_humidity
bruidsplant_achtertuin_soil_moisture,sensor,sensor.bruidsplant_achtertuin_soil_moisture
bruidsplant_achtertuin_soil_moisture_2,sensor,sensor.bruidsplant_achtertuin_soil_moisture_2
bruidsplant_achtertuin_temperature,sensor,sensor.bruidsplant_achtertuin_temperature
bruidsplant_achtertuin_temperature_2,sensor,sensor.bruidsplant_achtertuin_temperature_2
buttons,sensor,sensor.buttons
calendars,sensor,sensor.calendars
cameras,sensor,sensor.cameras
climate,sensor,sensor.climate
core_configuratorhassio_is_new,sensor,sensor.core_configuratorhassio_is_new
core_configuratorhassio_is_new_2,sensor,sensor.core_configuratorhassio_is_new_2
core_configuratorhassio_is_new_3,sensor,sensor.core_configuratorhassio_is_new_3
core_configuratorhassio_is_new_4,sensor,sensor.core_configuratorhassio_is_new_4
core_configuratorhassio_is_new_5,sensor,sensor.core_configuratorhassio_is_new_5
core_mariadbhassio_is_new,sensor,sensor.core_mariadbhassio_is_new
core_mariadbhassio_is_new_2,sensor,sensor.core_mariadbhassio_is_new_2
core_mariadbhassio_is_new_3,sensor,sensor.core_mariadbhassio_is_new_3
core_mariadbhassio_is_new_4,sensor,sensor.core_mariadbhassio_is_new_4
core_mariadbhassio_is_new_5,sensor,sensor.core_mariadbhassio_is_new_5
core_mosquittohassio_is_new,sensor,sensor.core_mosquittohassio_is_new
core_mosquittohassio_is_new_2,sensor,sensor.core_mosquittohassio_is_new_2
core_mosquittohassio_is_new_3,sensor,sensor.core_mosquittohassio_is_new_3
core_mosquittohassio_is_new_4,sensor,sensor.core_mosquittohassio_is_new_4
core_mosquittohassio_is_new_5,sensor,sensor.core_mosquittohassio_is_new_5
covers,sensor,sensor.covers
cresta_3c01_hum,sensor,sensor.cresta_3c01_hum
cresta_3c01_temp,sensor,sensor.cresta_3c01_temp
cresta_3c01_update_time,sensor,sensor.cresta_3c01_update_time
cresta_7503_hum,sensor,sensor.cresta_7503_hum
cresta_7503_temp,sensor,sensor.cresta_7503_temp
cresta_7503_update_time,sensor,sensor.cresta_7503_update_time
cresta_ce053cce5e08c097f724b8120029f641000901_update_time,sensor,sensor.cresta_ce053cce5e08c097f724b8120029f641000901_update_time
cresta_ce053cce9e13c160f32d4e7f0029002c000901_update_time,sensor,sensor.cresta_ce053cce9e13c160f32d4e7f0029002c000901_update_time
cresta_ce053ccede02c253ff4081010000f642000901_update_time,sensor,sensor.cresta_ce053ccede02c253ff4081010000f642000901_update_time
cresta_ce05aece5e00c105fb0b2d6fff001e42000401_update_time,sensor,sensor.cresta_ce05aece5e00c105fb0b2d6fff001e42000401_update_time
cresta_ce05aece5e02c005fb594b0000001e00002101_update_time,sensor,sensor.cresta_ce05aece5e02c005fb594b0000001e00002101_update_time
cresta_ce05aece9e01c105fb1d46830000f668000901_update_time,sensor,sensor.cresta_ce05aece9e01c105fb1d46830000f668000901_update_time
cresta_ce05aece9e03c105fb4c00020000002a000901_update_time,sensor,sensor.cresta_ce05aece9e03c105fb4c00020000002a000901_update_time
cresta_ce05aece9e03c134fb02000000000017000901_update_time,sensor,sensor.cresta_ce05aece9e03c134fb02000000000017000901_update_time
cresta_ce05aece9e09c105fb73ee4e0029f703000901_update_time,sensor,sensor.cresta_ce05aece9e09c105fb73ee4e0029f703000901_update_time
cresta_ce05aece9e15c105fb2f39930000f621000901_update_time,sensor,sensor.cresta_ce05aece9e15c105fb2f39930000f621000901_update_time
cresta_ce05aecede11c105fb4b8856000000a3000901_update_time,sensor,sensor.cresta_ce05aecede11c105fb4b8856000000a3000901_update_time
cresta_ce05aecede13c105fb251d0f00000023000901_update_time,sensor,sensor.cresta_ce05aecede13c105fb251d0f00000023000901_update_time
cresta_ce05aecede15c105fb3d000700290100000901_update_time,sensor,sensor.cresta_ce05aecede15c105fb3d000700290100000901_update_time
cresta_ce05aecede16c205fbf20a7f0000f643000901_update_time,sensor,sensor.cresta_ce05aecede16c205fbf20a7f0000f643000901_update_time
custom_integrations,sensor,sensor.custom_integrations
daikin_zolderkleinsensenl_is_new,sensor,sensor.daikin_zolderkleinsensenl_is_new
darius_dockkleinsensenl_is_new,sensor,sensor.darius_dockkleinsensenl_is_new
darius_knop_battery,sensor,sensor.darius_knop_battery
darius_s25_battery_level,sensor,sensor.darius_s25_battery_level
dates,sensor,sensor.dates
datetimes,sensor,sensor.datetimes
db21ed7f_filebrowserhassio_is_new,sensor,sensor.db21ed7f_filebrowserhassio_is_new
db21ed7f_filebrowserhassio_is_new_2,sensor,sensor.db21ed7f_filebrowserhassio_is_new_2
db21ed7f_filebrowserhassio_is_new_3,sensor,sensor.db21ed7f_filebrowserhassio_is_new_3
db21ed7f_filebrowserhassio_is_new_4,sensor,sensor.db21ed7f_filebrowserhassio_is_new_4
db21ed7f_filebrowserhassio_is_new_5,sensor,sensor.db21ed7f_filebrowserhassio_is_new_5
db21ed7f_filebrowserhassio_is_new_6,sensor,sensor.db21ed7f_filebrowserhassio_is_new_6
db21ed7f_filebrowserhassio_is_new_7,sensor,sensor.db21ed7f_filebrowserhassio_is_new_7
device_trackers,sensor,sensor.device_trackers
devices,sensor,sensor.devices
digital_only_ev3,sensor,sensor.digital_only_ev3
digital_only_ev3_ev_battery_pack_voltage,sensor,sensor.digital_only_ev3_ev_battery_pack_voltage
digital_only_ev3_ev_battery_temperature_max,sensor,sensor.digital_only_ev3_ev_battery_temperature_max
digital_only_ev3_ev_battery_temperature_min,sensor,sensor.digital_only_ev3_ev_battery_temperature_min
digital_only_ev3_ev_battery_water_temperature,sensor,sensor.digital_only_ev3_ev_battery_water_temperature
digital_only_ev3_ev_power_consumption_battery_heater,sensor,sensor.digital_only_ev3_ev_power_consumption_battery_heater
digital_only_ev3_tire_pressure_front_left,sensor,sensor.digital_only_ev3_tire_pressure_front_left
